catnr;catnrstring;bez_de;bez_en;bez_fr;bez_ru
23100871;23100871;U-Steckbgr. 6HE/6TE elox/chrom;Frontpanel for plug-in mod. U-pro;Face av. p. mod enfich. profil;Frontpanel for plug-in mod. U-pro
23100872;23100872;U-Steckbgr. 6HE/8TE elox/chrom;Frontpanel for plug-in mod. U-pro;Face av. p. mod enfich. profil;Frontpanel for plug-in mod. U-pro
23100873;23100873;U-Steckbgr. 6HE/10TE elox/chro;Frontpanel for plug-in mod. U-pro;Face av. p. mod enfich. profil;Frontpanel for plug-in mod. U-pro
23100874;23100874;U-Steckbgr. 6HE/12TE elox/chro;Frontpanel for plug-in mod. U-pro;Face av. p. mod enfich. profil;Frontpanel for plug-in mod. U-pro
23110020;23110020;BGT Future X  3HE/84TE/180T B;Subrack Future X B  3U/84HP/18;Future X 3U/84F/180P B;Subrack Future X B  3U/84HP/18
23110022;23110022;BGT Future X  3HE/84TE/180T E;Subrack Future X  E  3U/84HP/1;Future C 3U/180P E;Subrack Future X  E  3U/84HP/1
23110026;23110026;BGT Future X  6HE/84TE/180T B;Subrack Future B  6U/84HP/244D;FUTURE 6U/244P B;Subrack Future B  6U/84HP/244D
23110028;23110028;BGT Future X  6HE/84TE/180T E;Subrack Future X  E 6U/84HP/18;Future X 6U/180P E;Subrack Future X  E 6U/84HP/18
23110030;23110030;BGT Future X  3HE/84TE/244T B;Subrack Future X  B  3U/84HP/2;FUTURE X 3U/244P B;Subrack Future X  B  3U/84HP/2
23110032;23110032;BGT Future X  3HE/84TE/244T E;Subrack Future X   E 3U/84HP/2;Future X   3U/244P E;Subrack Future X   E 3U/84HP/2
23110036;23110036;BGT Future X  6HE/84TE/244T B;Subrack FutureX  B  6U/84HP/24;Future X  6U/244P B;Subrack FutureX  B  6U/84HP/24
23110038;23110038;BGT Future X  6HE/84TE/244T E;Subrack Future X  E 6U/84HP/24;Future X  6U/244P E;Subrack Future X  E 6U/84HP/24
23110040;23110040;BGT Future X  3HE/84TE/304T B;Subrack Future X  B  3U/84HP/3;FUTURE X  3U/304P B;Subrack Future X  B  3U/84HP/3
23110042;23110042;BGT Future X  3HE/84TE/304T E;Subrack Future X  E 3U/84HP/30;Future X   3U/304P E;Subrack Future X  E 3U/84HP/30
23110046;23110046;BGT Future X  6HE/84TE/304T B;Subrack Future B  6U/84HP/304D;Future X 6U/304P B;Subrack Future B  6U/84HP/304D
23110048;23110048;BGT Future X  6HE/84TE/304T E;Subrack Future E 6U/84HP/304D;FUTURE 6U/304P E;Subrack Future E 6U/84HP/304D
23110050;23110050;BGT Future X  3HE/84TE/364T B;Subrack Future X  B  3U/84HP/3;Future X 3U/364P B;Subrack Future X  B  3U/84HP/3
23110052;23110052;BGT Future X  3HE/84TE/364T E;Subrack Future X  E 3U/84HP/36;Future X  3U/364P E;Subrack Future X  E 3U/84HP/36
23110056;23110056;BGT Future X  6HE/84TE/364T B;Subrack Future B  6U/84HP/364D;FUTURE 6U/364P B;Subrack Future B  6U/84HP/364D
23110058;23110058;BGT Future X  6HE/84TE/364T E;Subrack Future X   E 6U/84HP/3;Future X  6U/364P E;Subrack Future X   E 6U/84HP/3
23110160;23110160;"19"" Eckwinkel Future(X) 3HE mi";Mounting bracket Future X 3U a;Equerre de fixation Future x 3;Mounting bracket Future X 3U a
23110161;23110161;"19"" Eckwinkel Future 6HE(X) mi";Mounting bracket Future X 6U a;Equerre de fixation Future X 6;Mounting bracket Future X 6U a
23110165;23110165;Abschlußblende Future(X) 3HE m;Corner bracket Future X 3U alo;Equerre de finition Future X 3;Corner bracket Future X 3U alo
23110167;23110167;Abschlußblende Future(X) 6HE m;Corner bracket Future X 6U alo;Equerre de finition Future X 6;Corner bracket Future X 6U alo
23110200;23110200;Frontprofil FutureX standard 4;Horizontal front rail  42HP  F;Profilé AV Future X 42F, Alodi;Horizontal front rail  42HP  F
23110202;23110202;Frontprofil FutureX standard 8;Horizontal front rail  84HP  F;Profilé AV Future X 84F, Alodi;Horizontal front rail  84HP  F
23110221;23110221;Rückprofil E FutureX 42TE chro;Rear rail E  Future X  42HP al;Profilé AR E, Future X 42F, Al;Rear rail E  Future X  42HP al
23110223;23110223;Rückprofil E FutureX 84TE chro;Rear rail E  Future X  84HP al;Profilé AR E, Future X 84F, Al;Rear rail E  Future X  84HP al
23110227;23110227;Rückprofil-B FutureX 42TE chro;Rear rail B Future X 42HP alod;Profilé AR B, Future 42F, Alod;Rear rail B Future X 42HP alod
23110229;23110229;Rückprofil-B FutureX 84TE chro;Rear rail B Future X 84HP alod;Profilé AR B, Future 84F, Alod;Rear rail B Future X 84HP alod
23110230;23110230;Rückprofil E FutureX 84TE m.Ge;Rear Rail E Future X threated;Profilé AR E, Future X taraudé;Rear Rail E Future X threated
23110231;23110231;Rückprofil E FutureX 42TE m.Ge;Rear Rail E Future X threated;Profilé AR E, Future X taraudé;Rear Rail E Future X threated
23110232;23110232;Lochschiene 42TE chrom. RP-E I;Perforated rail IEC60603-2 42H;Bande perforée IEC60603-2 42F;Perforated rail IEC60603-2 42H
23110233;23110233;Lochschiene 84TE chrom. RP-E I;Perforated rail DIN 41612 84HP;Bande perforée DIN 41612 84F a;Perforated rail DIN 41612 84HP
23110234;23110234;Seitenwand Future X 3HE/180T;Side plate Future X 3U/180D;Flanc Future X 3U/180P;Side plate Future X 3U/180D
23110235;23110235;Seitenwand Future X 3HE/244T;Side plate Future X 3U/244D;Flanc Future X 3U/244P;Side plate Future X 3U/244D
23110236;23110236;Seitenwand Future X 3HE/304T;Side plate Future X 3U/304D;Flanc Future X 3U/304P;Side plate Future X 3U/304D
23110237;23110237;Seitenwand Future X 3HE/364T;Side plate Future X 3U/364D;Flanc Future X 3U/364P;Side plate Future X 3U/364D
23110238;23110238;Seitenwand Future X 6HE/180T;Side plate Future X 6U/180D;Flanc Future X 6U/180D;Side plate Future X 6U/180D
23110239;23110239;Seitenwand Future X 6HE/244T;Side plate Future X 6U/244D;Flanc Future X 6U/244P;Side plate Future X 6U/244D
23110240;23110240;Seitenwand Future X 6HE/304T;Side plate Future X 6U/304D;Flanc Future X 6U/304P;Side plate Future X 6U/304D
23110241;23110241;Seitenwand Future X 6HE/364T;Side plate Future X 6U/364D;Flanc Future X 6U/364P;Side plate Future X 6U/364D
23110242;23110242;Aushebegriff cPCI-L u. sw. mES;Bottom extractor handle blk. E;Poignée d'extraction inférieur;Bottom extractor handle blk. E
23110243;23110243;Aushebegriff cPCI-L o. sw. mES;Top extractor handle blk. ESD-;Poignée d'extraction supérieur;Top extractor handle blk. ESD-
23110244;23110244;Aushebegriff Telekom-L u. sw.;Bottom extractor handle Teleko;Poignée d'extraction inf. télé;Bottom extractor handle Teleko
23110245;23110245;Aushebegriff Telekom-L o. sw.;Top extractor handle Telekom E;Poignée d'extraction sup. télé;Top extractor handle Telekom E
23110246;23110246;Microswitch L-Type;Microswitch L-Type;Microswitch L-Type;Microswitch L-Type
23110247;23110247;Lochschiene 63TE chrom. RP-E I;Perforated rail IEC60603-2 63H;Bande perforée  IEC60603-2 63F;Perforated rail IEC60603-2 63H
23130020;23130020;BGT Future X B 3HE/84TE/180T m;Subrack Future X B 3U/84HP/180;Future X B 3U/84F/180P avec Eq;Subrack Future X B 3U/84HP/180
23130021;23130021;BGT Future X E 3HE/84TE/180T m;Subrack Future X E 3U/84HP/180;Future X E 3U/84F/180P avec Eq;Subrack Future X E 3U/84HP/180
23130022;23130022;BGT Future X B 6HE/84TE/180T m;Subrack Future X B 6U/84HP/180;Future X B 6U/84F/180P avec Eq;Subrack Future X B 6U/84HP/180
23130023;23130023;BGT Future X E 6HE/84TE/180T m;Subrack Future X E 6U/84HP/180;Future X E 6U/84F/180P avec Eq;Subrack Future X E 6U/84HP/180
23130030;23130030;BGT Future X B 3HE/84TE/244T m;Subrack Future X B 3U/84HP/244;Future X B 3U/84F/244P avec Eq;Subrack Future X B 3U/84HP/244
23130031;23130031;BGT Future X E 3HE/84TE/244T m;Subrack Future X E 3U/84HP/244;Future X E 3U/84F/244P avec Eq;Subrack Future X E 3U/84HP/244
23130032;23130032;BGT Future X B 6HE/84TE/244T m;Subrack Future X B 6U/84HP/244;Future X B 6U/84F/244P avec Eq;Subrack Future X B 6U/84HP/244
23130033;23130033;BGT Future X E 6HE/84TE/244T m;Subrack Future X E 6U/84HP/244;Future X E 6U/84F/244P avec Eq;Subrack Future X E 6U/84HP/244
23130040;23130040;BGT Future X B 3HE/84TE/304T m;Subrack Future X B 3U/84HP/304;Future X B 3U/84F/304P avec Eq;Subrack Future X B 3U/84HP/304
23130041;23130041;BGT Future X E 3HE/84TE/304T m;Subrack Future X E 3U/84HP/304;Future X E 3U/84F/304P avec Eq;Subrack Future X E 3U/84HP/304
23130042;23130042;BGT Future X B 6HE/84TE/304T m;Subrack Future X B 6U/84HP/304;Future X B 6U/84F/304P avec Eq;Subrack Future X B 6U/84HP/304
23130043;23130043;BGT Future X E 6HE/84TE/304T m;Subrack Future X E 6U/84HP/304;Future X E 6U/84F/304P avec Eq;Subrack Future X E 6U/84HP/304
23130050;23130050;BGT Future X B 3HE/84TE/364T m;Subrack Future X B 3U/84HP/364;Future X B 3U/84F/364P avec Eq;Subrack Future X B 3U/84HP/364
23130051;23130051;BGT Future X E 3HE/84TE/364T m;Subrack Future X E 3U/84HP/364;Future X E 3U/84F/364P avec Eq;Subrack Future X E 3U/84HP/364
23130052;23130052;BGT Future X B 6HE/84TE/364T m;Subrack Future X B 6U/84HP/364;Future X B 6U/84F/364P avec Eq;Subrack Future X B 6U/84HP/364
23130053;23130053;BGT Future X E 6HE/84TE/364T m;Subrack Future X E 6U/84HP/364;Future X E 6U/84F/364P avec Eq;Subrack Future X E 6U/84HP/364
23140020;23140020;BGT Future X B 3HE/84TE/180T m;Subrack Future X B 3U/84HP/180;Future X B 3U/84F/180P avec Eq;Subrack Future X B 3U/84HP/180
23140021;23140021;BGT Future X E 3HE/84TE/180T m;Subrack Future X E 3U/84HP/180;Future X E 3U/84F/180P avec Eq;Subrack Future X E 3U/84HP/180
23140022;23140022;BGT Future X B 6HE/84TE/180T m;Subrack Future X B 6U/84HP/180;Future X B 6U/84F/180P avec Eq;Subrack Future X B 6U/84HP/180
23140023;23140023;BGT Future X E 6HE/84TE/180T m;Subrack Future X E 6U/84HP/180;Future X E 6U/84F/180P avec Eq;Subrack Future X E 6U/84HP/180
23140030;23140030;BGT Future X B 3HE/84TE/244T m;Subrack Future X B 3U/84HP/244;Future X B 3U/84F/244P avec Eq;Subrack Future X B 3U/84HP/244
23140031;23140031;BGT Future X E 3HE/84TE/244T m;Subrack Future X E 3U/84HP/244;Future X E 3U/84F/244P avec Eq;Subrack Future X E 3U/84HP/244
23140032;23140032;BGT Future X B 6HE/84TE/244T m;Subrack Future X B 6U/84HP/244;Future X B 6U/84F/244P avec Eq;Subrack Future X B 6U/84HP/244
23140033;23140033;BGT Future X E 6HE/84TE/244T m;Subrack Future X E 6U/84HP/244;Future X E 6U/84F/244P avec Eq;Subrack Future X E 6U/84HP/244
23140040;23140040;BGT Future X B 3HE/84TE/304T m;Subrack Future X B 3U/84HP/304;Future X B 3U/84F/304P avec Eq;Subrack Future X B 3U/84HP/304
23140041;23140041;BGT Future X E 3HE/84TE/304T m;Subrack Future X E 3U/84HP/304;Future X E 3U/84F/304P avec Eq;Subrack Future X E 3U/84HP/304
23140042;23140042;BGT Future X B 6HE/84TE/304T m;Subrack Future X B 6U/84HP/304;Future X B 6U/84F/304P avec Eq;Subrack Future X B 6U/84HP/304
23140043;23140043;BGT Future X E 6HE/84TE/304T m;Subrack Future X E 6U/84HP/304;Future X E 6U/84F/304P avec Eq;Subrack Future X E 6U/84HP/304
23140050;23140050;BGT Future X B 3HE/84TE/364T m;Subrack Future X B 3U/84HP/364;Future X B 3U/84F/364P avec Eq;Subrack Future X B 3U/84HP/364
23140051;23140051;BGT Future X E 3HE/84TE/364T m;Subrack Future X E 3U/84HP/364;Future X E 3U/84F/364P avec Eq;Subrack Future X E 3U/84HP/364
23140052;23140052;BGT Future X B 6HE/84TE/364T m;Subrack Future X B 6U/84HP/364;Future X B 6U/84F/364P avec Eq;Subrack Future X B 6U/84HP/364
23140053;23140053;BGT Future X E 6HE/84TE/364T m;Subrack Future X E 6U/84HP/364;Future X E 6U/84F/364P avec Eq;Subrack Future X E 6U/84HP/364
23180020;23180020;BGT Future X IEEE B 3HE/84TE/1;Subrack Future X IEEE B 3U/84HP/1;Future X IEEE B 3U/84F/180P Eq;Subrack Future X IEEE B 3U/84HP/1
23180021;23180021;BGT Future X IEEE E 3HE/84TE/1;Subrack Future X IEEE E 3U/84HP/1;Future X IEEE E 3U/84F/180P Eq;Subrack Future X IEEE E 3U/84HP/1
23180022;23180022;BGT Future X IEEE B 6HE/84TE/1;Subrack Future X IEEE B 6U/84HP/1;Future X IEEE B 6U/84F/180P Eq;Subrack Future X IEEE B 6U/84HP/1
23180023;23180023;BGT Future X IEEE E 6HE/84TE/1;Subrack Future X IEEE E 6U/84HP/1;Future X IEEE E 6U/84F/180P Eq;Subrack Future X IEEE E 6U/84HP/1
23180030;23180030;BGT Future X IEEE B 3HE/84TE/2;Subrack Future X IEEE B 3U/84HP/2;Future X IEEE B 3U/84F/244P Eq;Subrack Future X IEEE B 3U/84HP/2
23180031;23180031;BGT Future X IEEE E 3HE/84TE/2;Subrack Future X IEEE E 3U/84HP/2;Future X IEEE E 3U/84F/244P Eq;Subrack Future X IEEE E 3U/84HP/2
23180032;23180032;BGT Future X IEEE B 6HE/84TE/2;Subrack Future X IEEE B 6U/84HP/2;Future X IEEE B 6U/84F/244P Eq;Subrack Future X IEEE B 6U/84HP/2
23180033;23180033;BGT Future X IEEE E 6HE/84TE/2;Subrack Future X IEEE E 6U/84HP/2;Future X IEEE E 6U/84F/244P Eq;Subrack Future X IEEE E 6U/84HP/2
23180040;23180040;BGT Future X IEEE B 3HE/84TE/3;Subrack Future X IEEE B 3U/84HP/3;Future X IEEE B 3U/84F/304P Eq;Subrack Future X IEEE B 3U/84HP/3
23180041;23180041;BGT Future X IEEE E 3HE/84TE/3;Subrack Future X IEEE E 3U/84HP/3;Future X IEEE E 3U/84F/304P Eq;Subrack Future X IEEE E 3U/84HP/3
23180042;23180042;BGT Future X IEEE B 6HE/84TE/3;Subrack Future X IEEE B 6U/84HP/3;Future X IEEE B 6U/84F/304P Eq;Subrack Future X IEEE B 6U/84HP/3
23180043;23180043;BGT Future X IEEE E 6HE/84TE/3;Subrack Future X IEEE E 6U/84HP/3;Future X IEEE E 6U/84F/304P Eq;Subrack Future X IEEE E 6U/84HP/3
23180050;23180050;BGT Future X IEEE B 3HE/84TE/3;Subrack Future X IEEE B 3U/84HP/3;Future X IEEE B 3U/84F/364P Eq;Subrack Future X IEEE B 3U/84HP/3
23180051;23180051;BGT Future X IEEE E 3HE/84TE/3;Subrack Future X IEEE E 3U/84HP/3;Future X IEEE E 3U/84F/364P Eq;Subrack Future X IEEE E 3U/84HP/3
23180052;23180052;BGT Future X IEEE B 6HE/84TE/3;Subrack Future X IEEE B 6U/84HP/3;Future X IEEE B 6U/84F/364P Eq;Subrack Future X IEEE B 6U/84HP/3
23180053;23180053;BGT Future X IEEE E 6HE/84TE/3;Subrack Future X IEEE E 6U/84HP/3;Future X IEEE E 6U/84F/364P Eq;Subrack Future X IEEE E 6U/84HP/3
24100001;24100001;Gehäuse FreeTEC 1HE/42TE/244T Des;Case FreeTEC 1U/42HP/244D desi;Coffret FreeTEC 1U/42F/244P de;Case FreeTEC 1U/42HP/244D desi
24100003;24100003;Gehäuse FreeTEC 1HE/84TE/244T Des;Case FreeTEC 1U/84HP/244D desi;Coffret FreeTEC 1U/84F/244P de;Case FreeTEC 1U/84HP/244D desi
24100004;24100004;Gehäuse FreeTEC 2HE/42TE/244T Des;Case FreeTEC 2U/42HP/244D desi;Coffret FreeTEC 2U/42F/244P de;Case FreeTEC 2U/42HP/244D desi
24100006;24100006;Gehäuse FreeTEC 2HE/84TE/244T Des;Case FreeTEC 2U/84HP/244D desi;Coffret FreeTEC 2U/84F/244P de;Case FreeTEC 2U/84HP/244D desi
24100007;24100007;Gehäuse FreeTEC 3HE/42TE/244T Des;Case FreeTEC 3U/42HP/244D desi;Coffret FreeTEC 3U/42F/244P de;Case FreeTEC 3U/42HP/244D desi
24100009;24100009;Gehäuse FreeTEC 3HE/84TE/244T Des;Case FreeTEC 3U/84HP/244D desi;Coffret FreeTEC 3U/84F/244P de;Case FreeTEC 3U/84HP/244D desi
24100012;24100012;Gehäuse FreeTEC 4HE/84TE/244T Des;Case FreeTEC 4U/84HP/244D desi;Coffret FreeTEC 4U/84F/244P de;Case FreeTEC 4U/84HP/244D desi
24100015;24100015;Gehäuse FreeTEC 6HE/84TE/244T Des;Case FreeTEC 6U/84HP/244D desi;Coffret FreeTEC 6U/84F/244P de;Case FreeTEC 6U/84HP/244D desi
24100019;24100019;Gehäuse FreeTEC 2HE/42TE/344T Des;Case FreeTEC 2U/42HP/344D desi;Coffret FreeTEC 2U/42F/344P de;Case FreeTEC 2U/42HP/344D desi
24100021;24100021;Gehäuse FreeTEC 2HE/84TE/344T Des;Case FreeTEC 2U/84HP/344D desi;Coffret FreeTEC 2U/84F/344P de;Case FreeTEC 2U/84HP/344D desi
24100022;24100022;Gehäuse FreeTEC 3HE/42TE/344T Des;Case FreeTEC 3U/42HP/344D desi;Coffret FreeTEC 3U/42F/344P de;Case FreeTEC 3U/42HP/344D desi
24100024;24100024;Gehäuse FreeTEC 3HE/84TE/344T Des;Case FreeTEC 3U/84HP/344D desi;Coffret FreeTEC 3U/84F/344P de;Case FreeTEC 3U/84HP/344D desi
24100027;24100027;Gehäuse FreeTEC 4HE/84TE/344T Des;Case FreeTEC 4U/84HP/344D desi;Coffret FreeTEC 4U/84F/344P de;Case FreeTEC 4U/84HP/344D desi
24100030;24100030;Gehäuse FreeTEC 6HE/84TE/344T Des;Case FreeTEC 6U/84HP/344D desi;Coffret FreeTEC 6U/84F/344P de;Case FreeTEC 6U/84HP/344D desi
24100100;24100100;Aufstell-/Tragegriff FreeTEC 244;Carry/support handle FreeTEC 2;Poignée FreeTEC 244 2U/42F;Carry/support handle FreeTEC 2
24100102;24100102;Aufstell-/Tragegriff FreeTEC 244;Carry/support handle FreeTEC 2;Poignée FreeTEC 244 2U/84F;Carry/support handle FreeTEC 2
24100103;24100103;Aufstell-/Tragegriff FreeTEC 24;Carry/sup. handle FreeTEC 244;Poignée FreeTEC 244 pour 3U/42;Carry/sup. handle FreeTEC 244
24100105;24100105;Aufstell-/Tragegriff FreeTEC 24;Carry/sup. handle FreeTEC 244;Poignée FreeTEC 244 pour 3U/ 8;Carry/sup. handle FreeTEC 244
24100108;24100108;Aufstell-/Tragegriff FreeTEC 24;Carry/support handle FreeTEC 2;Poignée FreeTEC 244 pour 4U/84;Carry/support handle FreeTEC 2
24100111;24100111;Aufstell-/Tragegriff FreeTEC 24;Carry/support handle FreeTEC 2;Poignée FreeTEC 244 pour 6U/84;Carry/support handle FreeTEC 2
24100112;24100112;Aufstell-/Tragegriff FreeTEC 344;Carry/support handle FreeTEC 3;Poignée FreeTEC 344 2U/42F;Carry/support handle FreeTEC 3
24100114;24100114;Aufstell-/Tragegriff FreeTEC 344;Carry/support handle FreeTEC 3;Poignée FreeTEC 344 2U/84F;Carry/support handle FreeTEC 3
24100115;24100115;Aufstell-/Tragegriff FreeTEC 34;Carry/sup. handle FreeTEC 344;Poignée FreeTEC 344 pour 3U/42;Carry/sup. handle FreeTEC 344
24100117;24100117;Aufstell-/Tragegriff FreeTEC 34;Carry/sup. handle FreeTEC 344;Poignée FreeTEC 344 pour 3U/ 8;Carry/sup. handle FreeTEC 344
24100120;24100120;Aufstell-/Tragegriff FreeTEC 34;Carry/support handle FreeTEC 3;Poignée FreeTEC 344 pour 4U/84;Carry/support handle FreeTEC 3
24100123;24100123;Aufstell-/Tragegriff FreeTEC 34;Carry/support handle FreeTEC 3;Poignée FreeTEC 344 pour 6U/84;Carry/support handle FreeTEC 3
24110001;24110001;Gehäuse FreeTEC BGT 1HE/42TE/244T;Case FreeTEC BGT 1U/42HP/244D;Coffret FreeTEC BGT 1U/42F/244;Case FreeTEC BGT 1U/42HP/244D
24110003;24110003;Gehäuse FreeTEC BGT 1HE/84TE/244T;Case FreeTEC BGT 1U/84HP/244D;Coffret FreeTEC BGT 1U/84F/244;Case FreeTEC BGT 1U/84HP/244D
24110004;24110004;Gehäuse FreeTEC BGT 2HE/42TE/244T;Case FreeTEC BGT 2U/42HP/244D;Coffret FreeTEC BGT 2U/42F/244;Case FreeTEC BGT 2U/42HP/244D
24110006;24110006;Gehäuse FreeTEC BGT 2HE/84TE/244T;Case FreeTEC BGT 2U/84HP/244D;Coffret FreeTEC BGT 2U/84F/244;Case FreeTEC BGT 2U/84HP/244D
24110007;24110007;Gehäuse FreeTEC BGT 3HE/42TE/244T;Case FreeTEC BGT 3U/42HP/244D;Coffret FreeTEC BGT 3U/42F/244;Case FreeTEC BGT 3U/42HP/244D
24110009;24110009;Gehäuse FreeTEC BGT 3HE/84TE/244T;Case FreeTEC BGT 3U/84HP/244D;Coffret FreeTEC BGT 3U/84F/244;Case FreeTEC BGT 3U/84HP/244D
24110012;24110012;Gehäuse FreeTEC BGT 4HE/84TE/244T;Case FreeTEC BGT 4U/84HP/244D;Coffret FreeTEC BGT 4U/84F/244;Case FreeTEC BGT 4U/84HP/244D
24110015;24110015;Gehäuse FreeTEC BGT 6HE/84TE/244T;Case FreeTEC BGT 6U/84HP/244D;Coffret FreeTEC BGT 6U/84F/244;Case FreeTEC BGT 6U/84HP/244D
24110019;24110019;Gehäuse FreeTEC BGT 2HE/42TE/344T;Case FreeTEC BGT 2U/42HP/344D;Coffret FreeTEC BGT 2U/42F/344;Case FreeTEC BGT 2U/42HP/344D
24110021;24110021;Gehäuse FreeTEC BGT 2HE/84TE/344T;Case FreeTEC BGT 2U/84HP/344D;Coffret FreeTEC BGT 2U/84F/344;Case FreeTEC BGT 2U/84HP/344D
24110022;24110022;Gehäuse FreeTEC BGT 3HE/42TE/344T;Case FreeTEC BGT 3U/42HP/344D;Coffret FreeTEC BGT 3U/42F/344;Case FreeTEC BGT 3U/42HP/344D
24110024;24110024;Gehäuse FreeTEC BGT 3HE/84TE/344T;Case FreeTEC BGT 3U/84HP/344D;Coffret FreeTEC BGT 3U/84F/344;Case FreeTEC BGT 3U/84HP/344D
24110027;24110027;Gehäuse FreeTEC BGT 4HE/84TE/344T;Case FreeTEC BGT 4U/84HP/344D;Coffret FreeTEC BGT 4U/84F/344;Case FreeTEC BGT 4U/84HP/344D
24110030;24110030;Gehäuse FreeTEC BGT 6HE/84TE/344T;Case FreeTEC BGT 6U/84HP/344D;Coffret FreeTEC BGT 6U/84F/344;Case FreeTEC BGT 6U/84HP/344D
24110031;24110031;Gehäuse FreeTEC C-PCI 3HE/42TE/24;Case FreeTEC C-PCI 3U/42HP/244;Coffret FreeTEC C-PCI 3U/42F/2;Case FreeTEC C-PCI 3U/42HP/244
24110033;24110033;Gehäuse FreeTEC C-PCI 3HE/84TE/24;Case FreeTEC C-PCI 3U/84HP/244;Coffret FreeTEC C-PCI 3U/84F/2;Case FreeTEC C-PCI 3U/84HP/244
24110036;24110036;Gehäuse FreeTEC C-PCI 6HE/84TE/24;Case FreeTEC C-PCI 6U/84HP/244;Coffret FreeTEC C-PCI 6U/84F/2;Case FreeTEC C-PCI 6U/84HP/244
24110037;24110037;Gehäuse FreeTEC C-PCI 3HE/42TE/34;Case FreeTEC C-PCI 3U/42HP/344;Coffret FreeTEC C-PCI 3U/42F/3;Case FreeTEC C-PCI 3U/42HP/344
